_id,ID,Binomal_Jetz,English,Museum_collection,Museum_accession,Sex,Museum_genus,Museum_species,Museum_subspecies,Specimen_label_photos,MMB_scan_url,MMB_scan_download,Markup_1,Markup_2,Markup_3,Markup_4
923,Myiornis_auricularis_1,Myiornis_auricularis,Eared Pygmy-tyrant,Tring,1905.10.12.355,M,Myiornis,auricularis,,Y,https://www.markmybird.org/gallery/myiornis_auricularis/293,http://lfs.nhm.ac.uk/mark-my-bird/Myiornis_auricularis/Myiornis_auricularis_1.obj,190_Pardalotus,259_NicosNest,43_elliot,36_zoe
924,Lophotriccus_pileatus_1,Lophotriccus_pileatus,Scale-crested Pygmy-tyrant,Tring,99.4.20.264,M,Lophotriccus,pileatus,pileatus,Y,https://www.markmybird.org/gallery/lophotriccus_pileatus/960,http://lfs.nhm.ac.uk/mark-my-bird/Lophotriccus_pileatus/Lophotriccus_pileatus_1.obj,183_ThomasG,363_Peregrin3,44_Chris,35_Lara
925,Atalotriccus_pilaris_1,Atalotriccus_pilaris,Pale-eyed Pygmy-tyrant,Tring,88.1.1.425,M,Atalotriccus,pilaris,pilaris,Y,https://www.markmybird.org/gallery/atalotriccus_pilaris/573,http://lfs.nhm.ac.uk/mark-my-bird/Atalotriccus_pilaris/Atalotriccus_pilaris_1.obj,56_hughbrazier,43_elliot,363_Peregrin3,35_Lara
926,Oncostoma_cinereigulare_1,Oncostoma_cinereigulare,Northern Bentbill,Tring,99.4.20.207,M,Oncostoma,cinereigulare,cinereigulare,Y,https://www.markmybird.org/gallery/oncostoma_cinereigulare/1105,http://lfs.nhm.ac.uk/mark-my-bird/Oncostoma_cinereigulare/Oncostoma_cinereigulare_1.obj,147_EllenB75,44_Chris,40_chris13,541_W.W
927,Cnipodectes_subbrunneus_1,Cnipodectes_subbrunneus,Brownish Twistwing,Tring,57.10.16.47,M,Cnipodectes,subbrunneus,minor,Y,https://www.markmybird.org/gallery/cnipodectes_subbrunneus/706,http://lfs.nhm.ac.uk/mark-my-bird/Cnipodectes_subbrunneus/Cnipodectes_subbrunneus_1.obj,36_zoe,464_boudica650,645_justinwalker,4_gavin
928,Rhynchocyclus_brevirostris_1,Rhynchocyclus_brevirostris,Eye-ringed Flatbill,Tring,99.4.20.2705,M,Rhynchocyclus,brevirostris,,Y,https://www.markmybird.org/gallery/rhynchocyclus_brevirostris/1377,http://lfs.nhm.ac.uk/mark-my-bird/Rhynchocyclus_brevirostris/Rhynchocyclus_brevirostris_1.obj,36_zoe,485_oharar,396_Arasevera,44_Chris
929,Tolmomyias_sulphurescens_1,Tolmomyias_sulphurescens,Yellow-olive Flycatcher,Tring,1905.10.12.369,M,Tolmomyias,sulphurescens,,Y,https://www.markmybird.org/gallery/tolmomyias_sulphurescens/1489,http://lfs.nhm.ac.uk/mark-my-bird/Tolmomyias_sulphurescens/Tolmomyias_sulphurescens_1.obj,36_zoe,52_grrlscientist,20_angela,44_Chris
930,Platyrinchus_leucoryphus_1,Platyrinchus_leucoryphus,Russet-winged Spadebill,Tring,95.4.1.790,M,Platyrinchus,leucoryphus,,Y,https://www.markmybird.org/gallery/platyrinchus_leucoryphus/1154,http://lfs.nhm.ac.uk/mark-my-bird/Platyrinchus_leucoryphus/Platyrinchus_leucoryphus_1.obj,44_Chris,36_zoe,404_Nathaniel,43_elliot
931,Onychorhynchus_coronatus_1,Onychorhynchus_coronatus,Amazonian Royal Flycatcher,Tring,99.4.20.992,F,Onychorhynchus,coronatus,,Y,https://www.markmybird.org/gallery/onychorhynchus_coronatus/character(0),http://lfs.nhm.ac.uk/mark-my-bird/Onychorhynchus_coronatus/Onychorhynchus_coronatus_1.obj,485_oharar,35_Lara,43_elliot,44_Chris
932,Myiotriccus_ornatus_1,Myiotriccus_ornatus,Ornate Flycatcher,Tring,1940.12.5.845,M,Myiotriccus,ornatus,phoenicurus,Y,https://www.markmybird.org/gallery/myiotriccus_ornatus/1047,http://lfs.nhm.ac.uk/mark-my-bird/Myiotriccus_ornatus/Myiotriccus_ornatus_1.obj,356_Gecko097,369_Gepwin,485_oharar,35_Lara
933,Myiophobus_flavicans_1,Myiophobus_flavicans,Flavescent Flycatcher,Tring,1888.1.13.850,M,Myiophobus,flavicans,,Y,https://www.markmybird.org/gallery/myiophobus_flavicans/292,http://lfs.nhm.ac.uk/mark-my-bird/Myiophobus_flavicans/Myiophobus_flavicans_1.obj,190_Pardalotus,259_NicosNest,363_Peregrin3,43_elliot
934,Neopipo_cinnamomea_1,Neopipo_cinnamomea,Cinnamon Manakin-tyrant,Tring,88.1.13.1303,M,Neopipo,cinnmomea,cinnmomea,Y,https://www.markmybird.org/gallery/neopipo_cinnamomea/3408,http://lfs.nhm.ac.uk/mark-my-bird/Neopipo_cinnmomea/Neopipo_cinnmomea_1.obj,44_Chris,35_Lara,36_zoe,
935,Terenotriccus_erythrurus_1,Terenotriccus_erythrurus,Ruddy-tailed Flycatcher,Tring,88.1.1.1219,M,Terenotriccus,erythrurus,hellmayri,Y,https://www.markmybird.org/gallery/terenotriccus_erythrurus/1568,http://lfs.nhm.ac.uk/mark-my-bird/Terenotriccus_erythrurus/Terenotriccus_erythrurus_1.obj,44_Chris,36_zoe,52_grrlscientist,35_Lara
936,Pyrrhomyias_cinnamomeus_2,Pyrrhomyias_cinnamomeus,Cinnamon Flycatcher,Tring,1946.49.978,M,Pyrrhomyias,cinnamomeus,,Y,https://www.markmybird.org/gallery/pyrrhomyias_cinnamomeus/1629,http://lfs.nhm.ac.uk/mark-my-bird/Pyrrhomyias_cinnamomeus/Pyrrhomyias_cinnamomeus_1.obj,290_jmowbray,36_zoe,40_chris13,5_Jen
937,Hirundinea_ferruginea_1,Hirundinea_ferruginea,Cliff Flycatcher,Tring,89.1.10.343,M,Hirundinea,ferruginea,bellicosa,Y,https://www.markmybird.org/gallery/hirundinea_ferruginea/892,http://lfs.nhm.ac.uk/mark-my-bird/Hirundinea_ferruginea/Hirundinea_ferruginea_1.obj,302_kat211123,363_Peregrin3,44_Chris,43_elliot
938,Cnemotriccus_fuscatus_1,Cnemotriccus_fuscatus,Fuscous Flycatcher,Tring,95.4.1.856,M,Cnemotriccus,fuscatus,fuscatus,Y,https://www.markmybird.org/gallery/cnemotriccus_fuscatus/705,http://lfs.nhm.ac.uk/mark-my-bird/Cnemotriccus_fuscatus/Cnemotriccus_fuscatus_1.obj,5_Jen,41_Emma,40_chris13,
939,Lathrotriccus_euleri_2,Lathrotriccus_euleri,Euler's Flycatcher,Tring,88.1.13.931,U,Empidonax,euleri,euleri,Y,https://www.markmybird.org/gallery/lathrotriccus_euleri/3855,http://lfs.nhm.ac.uk/mark-my-bird/Empidonax_euleri/Empidonax_euleri_1.obj,40_chris13,696_RichardParker,36_zoe,44_Chris
940,Aphanotriccus_capitalis_1,Aphanotriccus_capitalis,Tawny-chested Flycatcher,Tring,99.4.20.2644,M,Aphanotriccus,capitalis,,Y,https://www.markmybird.org/gallery/aphanotriccus_capitalis/1203,http://lfs.nhm.ac.uk/mark-my-bird/Aphanotriccus_capitalis/Aphanotriccus_capitalis_1.obj,44_Chris,43_elliot,404_Nathaniel,36_zoe
941,Mitrephanes_phaeocercus_2,Mitrephanes_phaeocercus,Tufted Flycatcher,Tring,99.4.20.1154,M,Mitrephanes,phaeocercus,nicaraguae,Y,https://www.markmybird.org/gallery/mitrephanes_phaeocercus/1026,http://lfs.nhm.ac.uk/mark-my-bird/Mitrephanes_phaeocercus/Mitrephanes_phaeocercus_1.obj,4_gavin,40_chris13,5_Jen,44_Chris
942,Contopus_cooperi_3,Contopus_cooperi,Olive-sided Flycatcher,Tring,99.4.20.1899,M,Contopus,borealis,,,https://www.markmybird.org/gallery/contopus_cooperi/719,http://lfs.nhm.ac.uk/mark-my-bird/Contopus_borealis/Contopus_borealis_1.obj,5_Jen,4_gavin,40_chris13,44_Chris
943,Empidonax_affinis_1,Empidonax_affinis,Pine Flycatcher,Tring,99.4.20.2437,M,Empidonax,affinis,affinis,Y,https://www.markmybird.org/gallery/empidonax_affinis/785,http://lfs.nhm.ac.uk/mark-my-bird/Empidonax_affinis/Empidonax_affinis_1.obj,48_okeeffeml,5_Jen,40_chris13,43_elliot
944,Sayornis_phoebe_1,Sayornis_phoebe,Eastern Phoebe,Tring,1910.4.26.98,M,Sayornis,phoebe,,Y,https://www.markmybird.org/gallery/sayornis_phoebe/1395,http://lfs.nhm.ac.uk/mark-my-bird/Sayornis_phoebe/Sayornis_phoebe_1.obj,436_PapaD,52_grrlscientist,220_birdloverus,44_Chris
945,Pyrocephalus_rubinus_2,Pyrocephalus_rubinus,Vermilion Flycatcher,Tring,1908.12.14.174,M,Pyrocephalus,rubinus,rubinus,Y,https://www.markmybird.org/gallery/pyrocephalus_rubinus/417,http://lfs.nhm.ac.uk/mark-my-bird/Pyrocephalus_rubinus/Pyrocephalus_rubinus_1.obj,56_hughbrazier,175_JohnF,363_Peregrin3,35_Lara
946,Ochthoeca_frontalis_2,Ochthoeca_frontalis,Crowned Chat-tyrant,Tring,88.1.13.65,U,Ochthoeca,frontalis,albidiadema,Y,https://www.markmybird.org/gallery/ochthoeca_frontalis/1097,http://lfs.nhm.ac.uk/mark-my-bird/Ochthoeca_frontalis/Ochthoeca_frontalis_1.obj,665_Chris W,40_chris13,5_Jen,44_Chris
947,Tumbezia_salvini_1,Tumbezia_salvini,Tumbes Tyrant,Tring,1888.1.13.79,M,Tumbezia,salvini,,Y,https://www.markmybird.org/gallery/tumbezia_salvini/1554,http://lfs.nhm.ac.uk/mark-my-bird/Tumbezia_salvini/Tumbezia_salvini_1.obj,36_zoe,52_grrlscientist,485_oharar,44_Chris
948,Colorhamphus_parvirostris_1,Colorhamphus_parvirostris,Patagonian Tyrant,Tring,09.8.4.20,M,Ochthoeca,parvirostris,,Y,https://www.markmybird.org/gallery/colorhamphus_parvirostris/714,http://lfs.nhm.ac.uk/mark-my-bird/Ochthoeca_parvirostris/Ochthoeca_parvirostris_1.obj,44_Chris,374_cfcullen,41_Emma,43_elliot
949,Ochthornis_littoralis_1,Ochthornis_littoralis,Drab Water Tyrant,Tring,95.11.27.55,M,Ochthoeca,littoralis,,Y,https://www.markmybird.org/gallery/ochthornis_littoralis/1098,http://lfs.nhm.ac.uk/mark-my-bird/Ochthoeca_littoralis/Ochthoeca_littoralis_1.obj,147_EllenB75,40_chris13,44_Chris,43_elliot
950,Cnemarchus_erythropygius_1,Cnemarchus_erythropygius,Red-rumped Bush-tyrant,Tring,1931.11.23.6,M,Myiotheretes,erythropygius,,Y,https://www.markmybird.org/gallery/cnemarchus_erythropygius/703,http://lfs.nhm.ac.uk/mark-my-bird/Myiotheretes_erythropygius/Myiotheretes_erythropygius_1.obj,4_gavin,43_elliot,56_hughbrazier,36_zoe
951,Myiotheretes_striaticollis_1,Myiotheretes_striaticollis,Streak-throated Bush-tyrant,Tring,1925.24.431,M,Myiotheretes,striaticollis,striaticollis,Y,https://www.markmybird.org/gallery/myiotheretes_striaticollis/1046,http://lfs.nhm.ac.uk/mark-my-bird/Myiotheretes_striaticollis/Myiotheretes_striaticollis_1.obj,334_Will,369_Gepwin,183_ThomasG,635_MNeateClegg
952,Xolmis_pyrope_1,Xolmis_pyrope,Fire-eyed Diucon,Tring,1910.4.25.170,M,Xolmis,pyrope,,Y,https://www.markmybird.org/gallery/xolmis_pyrope/1167,http://lfs.nhm.ac.uk/mark-my-bird/Xolmis_pyrope/Xolmis_pyrope_1.obj,43_elliot,369_Gepwin,44_Chris,35_Lara
953,Neoxolmis_rufiventris_1,Neoxolmis_rufiventris,Chocolate-vented Tyrant,Tring,97.11.14.42,M,Neoxolmis,rufiventris,,Y,https://www.markmybird.org/gallery/neoxolmis_rufiventris/1074,http://lfs.nhm.ac.uk/mark-my-bird/Neoxolmis_rufiventris/Neoxolmis_rufiventris_1.obj,147_EllenB75,369_Gepwin,44_Chris,43_elliot
954,Agriornis_montanus_1,Agriornis_montanus,Black-billed Shrike-tyrant,Tring,88.1.1.22,M,Agiornis,montana,,Y,https://www.markmybird.org/gallery/agriornis_montanus/525,http://lfs.nhm.ac.uk/mark-my-bird/Agiornis_montana/Agiornis_montana_1.obj,278_I,40_chris13,147_EllenB75,43_elliot
955,Polioxolmis_rufipennis_1,Polioxolmis_rufipennis,Rufous-webbed Bush-tyrant,Tring,1946.49.860,M,Myiotheretes,rufipennis,,Y,https://www.markmybird.org/gallery/polioxolmis_rufipennis/1303,http://lfs.nhm.ac.uk/mark-my-bird/Myiotheretes_rufipennis/Myiotheretes_rufipennis_1.obj,36_zoe,44_Chris,398_crossbill,43_elliot
956,Muscisaxicola_maculirostris_1,Muscisaxicola_maculirostris,Spot-billed Ground-tyrant,Tring,1935.10.21.80,M,Muscisaxicola,maculirostris,,Y,https://www.markmybird.org/gallery/muscisaxicola_maculirostris/1038,http://lfs.nhm.ac.uk/mark-my-bird/Muscisaxicola_maculirostris/Muscisaxicola_maculirostris_1.obj,334_Will,369_Gepwin,44_Chris,150_Jlynntran
957,Muscigralla_brevicauda_1,Muscigralla_brevicauda,Short-tailed Field-tyrant,Tring,1957.11.47,M,Muscigralla,brevicauda,,Y,https://www.markmybird.org/gallery/muscigralla_brevicauda/1036,http://lfs.nhm.ac.uk/mark-my-bird/Muscigralla_brevicauda/Muscigralla_brevicauda_1.obj,356_Gecko097,369_Gepwin,35_Lara,41_Emma
958,Lessonia_oreas_1,Lessonia_oreas,Andean Negrito,Tring,1946.49.985,M,Lessonia,rufa,orea,Y,https://www.markmybird.org/gallery/lessonia_oreas/941,http://lfs.nhm.ac.uk/mark-my-bird/Lessonia_rufa/Lessonia_rufa_1.obj,317_sumdumfu,44_Chris,114_tdjames,43_elliot
959,Knipolegus_striaticeps_1,Knipolegus_striaticeps,Cinereous Tyrant,Tring,85.11.20.228,M,Knipolegus,striaticeps,,Y,https://www.markmybird.org/gallery/knipolegus_striaticeps/927,http://lfs.nhm.ac.uk/mark-my-bird/Knipolegus_striaticeps/Knipolegus_striaticeps_1.obj,44_Chris,43_elliot,364_cjam,36_zoe
960,Hymenops_perspicillatus_1,Hymenops_perspicillatus,Spectacled Tyrant,Tring,1905.1.30.455,M,Hymenops,perspicillata,,Y,https://www.markmybird.org/gallery/hymenops_perspicillatus/904,http://lfs.nhm.ac.uk/mark-my-bird/Hymenops_perspicillata/Hymenops_perspicillata_1.obj,624_orjones,378_BeckyM,44_Chris,43_elliot
961,Fluvicola_pica_1,Fluvicola_pica,Pied Water-tyrant,Tring,1912.7.6.63,M,Fluvicola,pica,pica,Y,https://www.markmybird.org/gallery/fluvicola_pica/816,http://lfs.nhm.ac.uk/mark-my-bird/Fluvicola_pica/Fluvicola_pica_1.obj,278_I,363_Peregrin3,44_Chris,43_elliot
962,Arundinicola_leucocephala_1,Arundinicola_leucocephala,White-headed Marsh-tyrant,Tring,1925.9.2.89,M,Fluvicola,leucocephala,,Y,https://www.markmybird.org/gallery/arundinicola_leucocephala/569,http://lfs.nhm.ac.uk/mark-my-bird/Fluvicola_leucocephala/Fluvicola_leucocephala_1.obj,56_hughbrazier,183_ThomasG,363_Peregrin3,485_oharar
963,Alectrurus_tricolor_1,Alectrurus_tricolor,Cock-tailed Tyrant,Tring,88.1.1.164,M,Alectrurus,tricolor,,Y,https://www.markmybird.org/gallery/alectrurus_tricolor/532,http://lfs.nhm.ac.uk/mark-my-bird/Alectrurus_tricolor/Alectrurus_tricolor_1.obj,175_JohnF,43_elliot,363_Peregrin3,44_Chris
964,Gubernetes_yetapa_1,Gubernetes_yetapa,Streamer-tailed Tyrant,Tring,1925.9.2.36,M,Gubernetes,yetapa,,Y,https://www.markmybird.org/gallery/gubernetes_yetapa/852,http://lfs.nhm.ac.uk/mark-my-bird/Gubernetes_yetapa/Gubernetes_yetapa_1.obj,43_elliot,372_Bullfinch,183_ThomasG,35_Lara
965,Satrapa_icterophrys_1,Satrapa_icterophrys,Yellow-browed Tyrant,Tring,95.4.1.846,M,Satrapa,icterophrys,,Y,https://www.markmybird.org/gallery/satrapa_icterophrys/1394,http://lfs.nhm.ac.uk/mark-my-bird/Satrapa_icterophrys/Satrapa_icterophrys_1.obj,436_PapaD,485_oharar,52_grrlscientist,44_Chris
966,Colonia_colonus_1,Colonia_colonus,Long-tailed Tyrant,Tring,92.1.16.265,M,Colonia,colonus,poecilonotus,Y,https://www.markmybird.org/gallery/colonia_colonus/713,http://lfs.nhm.ac.uk/mark-my-bird/Colonia_colonus/Colonia_colonus_1.obj,220_birdloverus,363_Peregrin3,114_tdjames,35_Lara
967,Machetornis_rixosa_1,Machetornis_rixosa,Cattle Tyrant,Tring,1908.12.14.166,M,Machetornis,rixosa,,Y,https://www.markmybird.org/gallery/machetornis_rixosa/971,http://lfs.nhm.ac.uk/mark-my-bird/Machetornis_rixosa/Machetornis_rixosa_1.obj,4_gavin,44_Chris,20_angela,35_Lara
968,Muscipipra_vetula_1,Muscipipra_vetula,Shear-tailed Grey-tyrant,Tring,95.4.1.798,M,Muscipipra,vetula,,Y,https://www.markmybird.org/gallery/muscipipra_vetula/1037,http://lfs.nhm.ac.uk/mark-my-bird/Muscipipra_vetula/Muscipipra_vetula_1.obj,43_elliot,35_Lara,44_Chris,619_Couratiel
969,Attila_spadiceus_1,Attila_spadiceus,Bright-rumped Attila,Tring,88.1.13.1557,M,Attila,spadiceus,uropygiatus,Y,https://www.markmybird.org/gallery/attila_spadiceus/579,http://lfs.nhm.ac.uk/mark-my-bird/Attila_spadiceus/Attila_spadiceus_1.obj,285_Jerryl,43_elliot,363_Peregrin3,35_Lara
970,Casiornis_rufus_1,Casiornis_rufus,Rufous Casiornis,Tring,1905.10.12.625,M,Casiornis,rufa,,Y,https://www.markmybird.org/gallery/casiornis_rufus/633,http://lfs.nhm.ac.uk/mark-my-bird/Casiornis_rufa/Casiornis_rufa_1.obj,48_okeeffeml,334_Will,56_hughbrazier,36_zoe
971,Rhytipterna_simplex_2,Rhytipterna_simplex,Greyish Mourner,Tring,88.1.20.623,M,Rhytipterna,simplex,simplex,Y,https://www.markmybird.org/gallery/rhytipterna_simplex/427,http://lfs.nhm.ac.uk/mark-my-bird/Rhytipterna_simplex/Rhytipterna_simplex_1.obj,5_Jen,43_elliot,44_Chris,36_zoe
972,Laniocera_rufescens_1,Laniocera_rufescens,Speckled Mourner,Tring,99.5.1.473,M,Laniocera,rufescens,rufescens,Y,https://www.markmybird.org/gallery/laniocera_rufescens/1791,http://lfs.nhm.ac.uk/mark-my-bird/Laniocera_rufescens/Laniocera_rufescens_1.obj,465_JSquirrell,36_zoe,50_kathrynross27,43_elliot
973,Sirystes_sibilator_1,Sirystes_sibilator,Sirystes,Tring,1903.12.22.93,M,Sirystes,sibilator,sibilator,Y,https://www.markmybird.org/gallery/sirystes_sibilator/1415,http://lfs.nhm.ac.uk/mark-my-bird/Sirystes_sibilator/Sirystes_sibilator_1.obj,44_Chris,20_angela,52_grrlscientist,36_zoe
974,Myiarchus_semirufus_1,Myiarchus_semirufus,Rufous Flycatcher,Tring,99.4.20.2610,M,Myiarchus,semirufus,,Y,https://www.markmybird.org/gallery/myiarchus_semirufus/1043,http://lfs.nhm.ac.uk/mark-my-bird/Myiarchus_semirufus/Myiarchus_semirufus_1.obj,356_Gecko097,369_Gepwin,44_Chris,35_Lara
975,Deltarhynchus_flammulatus_1,Deltarhynchus_flammulatus,Flammulated Flycatcher,Tring,88.1.1.1648,U,Deltarhynchus,flammulatus,,Y,https://www.markmybird.org/gallery/deltarhynchus_flammulatus/755,http://lfs.nhm.ac.uk/mark-my-bird/Deltarhynchus_flammulatus/Deltarhynchus_flammulatus_1.obj,48_okeeffeml,363_Peregrin3,114_tdjames,43_elliot
976,Ramphotrigon_ruficauda_1,Ramphotrigon_ruficauda,Rufous-tailed Flatbill,Tring,88.1.1.968,M,Ramphotrigon,ruficauda,,Y,https://www.markmybird.org/gallery/ramphotrigon_ruficauda/1364,http://lfs.nhm.ac.uk/mark-my-bird/Ramphotrigon_ruficauda/Ramphotrigon_ruficauda_1.obj,43_elliot,485_oharar,52_grrlscientist,44_Chris
977,Tyrannus_melancholicus_1,Tyrannus_melancholicus,Tropical Kingbird,Manchester,2909,U,Tyrannus,melancholicus,,,https://www.markmybird.org/gallery/tyrannus_melancholicus/1506,http://lfs.nhm.ac.uk/mark-my-bird/Tyrannus_melancholicus/Tyrannus_melancholicus_1.obj,183_ThomasG,52_grrlscientist,36_zoe,44_Chris
978,Empidonomus_varius_1,Empidonomus_varius,Variegated Flycatcher,Tring,1905.10.12.519,M,Empidonomus,varius,varius,Y,https://www.markmybird.org/gallery/empidonomus_varius/1887,http://lfs.nhm.ac.uk/mark-my-bird/Empidonomus_varius/Empidonomus_varius_1.obj,52_grrlscientist,167_Sam,44_Chris,36_zoe
979,Tyrannopsis_sulphurea_1,Tyrannopsis_sulphurea,Sulphury Flycatcher,Tring,88.1.1.893,M,Tyrannopsis,sulphurea,,Y,https://www.markmybird.org/gallery/tyrannopsis_sulphurea/3441,http://lfs.nhm.ac.uk/mark-my-bird/Tyrannopsis_sulphurea/Tyrannopsis_sulphurea_1.obj,35_Lara,44_Chris,36_zoe,
980,Megarynchus_pitangua_1,Megarynchus_pitangua,Boat-billed Flycatcher,Tring,1929.9.2.41,M,Megarynchus,pitangua,pitangua,Y,https://www.markmybird.org/gallery/megarynchus_pitangua/994,http://lfs.nhm.ac.uk/mark-my-bird/Megarynchus_pitangua/Megarynchus_pitangua_1.obj,43_elliot,372_Bullfinch,44_Chris,35_Lara
981,Conopias_parvus_1,Conopias_parvus,Yellow-throated Flycatcher,Tring,88.1.1.989,M,Conopias,parva,parva,Y,https://www.markmybird.org/gallery/conopias_parvus/717,http://lfs.nhm.ac.uk/mark-my-bird/Conopias_parva/Conopias_parva_1.obj,40_chris13,5_Jen,592_angelaMc,
982,Myiodynastes_hemichrysus_1,Myiodynastes_hemichrysus,Golden-bellied Flycatcher,Tring,1949.58.537,F,Myiodynastes,hemichrysus,,Y,https://www.markmybird.org/gallery/myiodynastes_hemichrysus/3404,http://lfs.nhm.ac.uk/mark-my-bird/Myiodynastes_hemichrysus/Myiodynastes_hemichrysus_1.obj,485_oharar,35_Lara,36_zoe,44_Chris
983,Myiozetetes_cayanensis_1,Myiozetetes_cayanensis,Rusty-margined Flycatcher,Tring,1903.12.31.17,M,Myiozetetes,cayanensis,cayanensis,Y,https://www.markmybird.org/gallery/myiozetetes_cayanensis/1048,http://lfs.nhm.ac.uk/mark-my-bird/Myiozetetes_cayanensis/Myiozetetes_cayanensis_1.obj,4_gavin,369_Gepwin,396_Arasevera,44_Chris
984,Legatus_leucophaius_1,Legatus_leucophaius,Piratic Flycatcher,Tring,1940.12.5.808,M,Legatus,leucophaius,,Y,https://www.markmybird.org/gallery/legatus_leucophaius/245,http://lfs.nhm.ac.uk/mark-my-bird/Legatus_leucophaius/Legatus_leucophaius_1.obj,167_Sam,43_elliot,35_Lara,44_Chris
985,Pitangus_lictor_1,Pitangus_lictor,Lesser Kiskadee,Tring,1906.12.21.241,M,Pitangus,lictor,,Y,https://www.markmybird.org/gallery/pitangus_lictor/1152,http://lfs.nhm.ac.uk/mark-my-bird/Pitangus_lictor/Pitangus_lictor_1.obj,147_EllenB75,369_Gepwin,183_ThomasG,44_Chris
986,Phelpsia_inornatus_1,Phelpsia_inornatus,White-bearded Flycatcher,Tring,1962.15.1,M,Conopius,inoratus,,Y,https://www.markmybird.org/gallery/phelpsia_inornatus/1681,http://lfs.nhm.ac.uk/mark-my-bird/Conopius_inoratus/Conopius_inoratus_1.obj,211_JohnR,52_grrlscientist,485_oharar,44_Chris
987,Schiffornis_major_1,Schiffornis_major,Greater Schiffornis,Tring,88.1.20.344,M,Schiffornis,major,major,Y,https://www.markmybird.org/gallery/schiffornis_major/1608,http://lfs.nhm.ac.uk/mark-my-bird/Schiffornis_major/Schiffornis_major_1.obj,44_Chris,241_DavidPCraig,52_grrlscientist,43_elliot
988,Pachyramphus_viridis_1,Pachyramphus_viridis,Green-backed Becard,Tring,88.1.20.460,M,Pachyramphus,viridis,viridis,Y,https://www.markmybird.org/gallery/pachyramphus_viridis/1696,http://lfs.nhm.ac.uk/mark-my-bird/Pachyramphus_viridis/Pachyramphus_viridis_1.obj,35_Lara,40_chris13,5_Jen,44_Chris
989,Tityra_semifasciata_1,Tityra_semifasciata,Masked Tityra,Tring,99.5.1.241,M,Tityra,semifasciata,costaricensis,Y,https://www.markmybird.org/gallery/tityra_semifasciata/490,http://lfs.nhm.ac.uk/mark-my-bird/Tityra_semifasciata/Tityra_semifasciata_1.obj,36_zoe,72_Steph,363_Peregrin3,43_elliot
990,Phoenicircus_nigricollis_1,Phoenicircus_nigricollis,Black-necked Red-cotinga,Tring,69.5.25.66,M,Phoenicircus,nigricollis,,Y,https://www.markmybird.org/gallery/phoenicircus_nigricollis/1677,http://lfs.nhm.ac.uk/mark-my-bird/Phoenicircus_nigricollis/Phoenicircus_nigricollis_1.obj,183_ThomasG,36_zoe,52_grrlscientist,44_Chris
991,Laniisoma_elegans_1,Laniisoma_elegans,Shrike-like Cotinga,Tring,88.1.13.1361,M,Laniisoma,elegans,,Y,https://www.markmybird.org/gallery/laniisoma_elegans/1792,http://lfs.nhm.ac.uk/mark-my-bird/Laniisoma_elegans/Laniisoma_elegans_1.obj,465_JSquirrell,36_zoe,43_elliot,44_Chris
992,Phibalura_flavirostris_1,Phibalura_flavirostris,Swallow-tailed Cotinga,Tring,88.1.20.728,U,Phibalura,flavirostris,,Y,https://www.markmybird.org/gallery/phibalura_flavirostris/1680,http://lfs.nhm.ac.uk/mark-my-bird/Phibalura_flavirostris/Phibalura_flavirostris_1.obj,44_Chris,36_zoe,52_grrlscientist,43_elliot
993,Tijuca_atra_1,Tijuca_atra,Black-and-gold Cotinga,Tring,95.4.1.878,M,Tijuca,atra,,Y,https://www.markmybird.org/gallery/tijuca_atra/3437,http://lfs.nhm.ac.uk/mark-my-bird/Tijuca_atra/Tijuca_atra_1.obj,5_Jen,43_elliot,36_zoe,44_Chris
994,Carpornis_cucullata_1,Carpornis_cucullata,Hooded Berryeater,Tring,88.1.20.742,M,Ampelion,cucullata,,Y,https://www.markmybird.org/gallery/carpornis_cucullata/3369,http://lfs.nhm.ac.uk/mark-my-bird/Ampelion_cucullata/Ampelion_cucullata_1.obj,40_chris13,44_Chris,43_elliot,
995,Doliornis_sclateri_1,Doliornis_sclateri,Bay-vented Cotinga,Tring,88.1.13.1661,M,Doliornis,sclateri,,Y,https://www.markmybird.org/gallery/doliornis_sclateri/1895,http://lfs.nhm.ac.uk/mark-my-bird/Doliornis_sclateri/Doliornis_sclateri_1.obj,52_grrlscientist,36_zoe,43_elliot,44_Chris
996,Ampelion_rubrocristatus_1,Ampelion_rubrocristatus,Red-crested Cotinga,Tring,1927.2.14.42,M,Ampelion,rubrocristatus,,Y,https://www.markmybird.org/gallery/ampelion_rubrocristatus/1192,http://lfs.nhm.ac.uk/mark-my-bird/Ampelion_rubrocristatus/Ampelion_rubrocristatus_1.obj,44_Chris,404_Nathaniel,36_zoe,541_W.W
997,Phytotoma_raimondii_1,Phytotoma_raimondii,Peruvian Plantcutter,Tring,1902.3.13.991,M,Phytotoma,raimondii,,Y,https://www.markmybird.org/gallery/phytotoma_raimondii/1672,http://lfs.nhm.ac.uk/mark-my-bird/Phytotoma_raimondii/Phytotoma_raimondii_1.obj,35_Lara,52_grrlscientist,485_oharar,44_Chris
